,eprint_status,status_changed,abstract,subjects,title,official_url,metadata_visibility,volume,rev_number,eprintid,date_type,lastmod,userid,datestamp,pagerange,documents,publisher,number,ispublished,refereed,full_text_status,uri,type,divisions,issn,creators,publication,id_number,date,dir,contributors,related_url,referencetext,keywords,contact_email,patent_applicant,corp_creators,event_type,event_dates,event_location,event_title,pres_type,succeeds
72,archive,2020-06-03 04:44:00,"Batik is a famous name of a traditional fabric from Java. It has been admitted as one if the traditional cultural heritage of Indonesia by UNESCO since October 2nd, 2009. Over the time, Batik is copied and modified by many regions in Indonesia resulting some new unique motifs. Batik Lampung is an sample of them. This paper deals with the k-Nearest Neighbor classification of the motifs (pattern) of the Batik Lampung. The known motifs of Batik Lampung consist of Jung Agung, Siger Kembang Cengkih, Siger Ratu Agung, and Sembagi. The original image samples are stored in RGB. They are firstly resized into 50 x 50 pixels and then converted to grayscale image. To recognize them, the Gray Level Co-Occurence Matrix (GLCM) feature is extracted and k-Nearest Neighbor (k-NN) with values of k = 3, 5, 7, 9, 11 and orientation angle of 00 450, 900, 1350 is applied to classify the motifs. The best accuracy is achieved at the rate 97,96% for k = 7 and angle1350.","['QA', 'QA75']",k-Nearest Neighbor (k-NN) Classification for Recognition of the Batik Lampung Motifs,https://iopscience.iop.org/article/10.1088/1742-6596/1338/1/012061,show,,10,21612,published,2020-06-03 04:44:00,262,2020-06-03 04:44:00,1-7,"[{'placement': 1, 'security': 'public', 'eprintid': 21612, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'datasetid': 'document', 'filesize': 688191, 'mime_type': 'application/pdf', 'fileid': 200165, 'hash': '03140f582900cd45d21c91159d249606', 'filename': 'Andrian_2019_J._Phys.__Conf._Ser._1338_012061.pdf', 'mtime': '2020-06-03 03:59:41', 'hash_type': 'MD5', 'objectid': 34997, 'uri': 'http://repository.lppm.unila.ac.id/id/file/200165'}], 'docid': 34997, 'main': 'Andrian_2019_J._Phys.__Conf._Ser._1338_012061.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/34997', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",,,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/21612,conference_item,['FMIPA3'],,"[{'name': {'given': 'RA', 'family': 'Rico Andrian', 'honourific': None, 'lineage': None}, 'id': 'rico.andrian@fmipa.unila.ac.id'}, {'name': {'honourific': None, 'family': 'M.A. Naufal', 'lineage': None, 'given': 'MAN'}, 'id': None}, {'id': 'bambang.hermanto@fmipa.unila.ac.id', 'name': {'given': 'Bambang', 'family': 'Bambang Hermanto', 'honourific': None, 'lineage': None}}, {'id': 'akmal.junaidi@fmipa@unila.ac.id', 'name': {'family': 'Akmal Junaidi', 'honourific': None, 'lineage': None, 'given': 'Akmal'}}, {'id': 'favorisen.lumbanraja@unila.ac.id', 'name': {'given': 'Rosi', 'lineage': None, 'honourific': None, 'family': 'Favorisen R. Lumbanraja'}}]",,,2019-10-01 00:00:00.000000000,disk0/00/02/16/12,,,,,,,,conference,26-28 September 2019,Universitas Lampung,"The 2nd International Conference on Applied Sciences Mathematics and Informatics 9–11 August 2018, Bandar Lampung, Indonesia",paper,
73,archive,2020-06-03 04:43:56,"Batik is a famous name of a traditional fabric from Java. It has been admitted as one if the traditional cultural heritage of Indonesia by UNESCO since October 2nd, 2009. Over the time, Batik is copied and modified by many regions in Indonesia resulting some new unique motifs. Batik Lampung is an sample of them. This paper deals with the k-Nearest Neighbor classification of the motifs (pattern) of the Batik Lampung. The known motifs of Batik Lampung consist of Jung Agung, Siger Kembang Cengkih, Siger Ratu Agung, and Sembagi. The original image samples are stored in RGB. They are firstly resized into 50 x 50 pixels and then converted to grayscale image. To recognize them, the Gray Level Co-Occurence Matrix (GLCM) feature is extracted and k-Nearest Neighbor (k-NN) with values of k = 3, 5, 7, 9, 11 and orientation angle of 00 450, 900, 1350 is applied to classify the motifs. The best accuracy is achieved at the rate 97,96% for k = 7 and angle1350.","['QA', 'QA75']",k-Nearest Neighbor (k-NN) Classification for Recognition of the Batik Lampung Motifs,https://iopscience.iop.org,show,1338.0,8,21623,published,2020-06-03 04:43:56,262,2020-06-03 04:43:56,1-7,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 21623, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35008', 'docid': 35008, 'main': 'Andrian_2019_J._Phys.__Conf._Ser._1338_012061.pdf', 'files': [{'objectid': 35008, 'uri': 'http://repository.lppm.unila.ac.id/id/file/200235', 'mime_type': 'application/pdf', 'fileid': 200235, 'hash': '03140f582900cd45d21c91159d249606', 'filename': 'Andrian_2019_J._Phys.__Conf._Ser._1338_012061.pdf', 'mtime': '2020-06-03 04:35:48', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 688191}]}]",iopscience.iop.org,1.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/21623,article,['FMIPA3'],,"[{'name': {'lineage': None, 'family': 'Rico Andrian', 'honourific': None, 'given': 'RA'}, 'id': 'rico.andrian@fmipa.unila.ac.id'}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'M.A. Naufal', 'given': 'MAN'}}, {'name': {'given': 'Bambang', 'lineage': None, 'family': 'Bambang Hermanto', 'honourific': None}, 'id': 'bambang.hermanto@fmipa.unila.ac.id'}, {'id': 'akmal.junaidi@fmipa@unila.ac.id', 'name': {'given': 'Akmal', 'honourific': None, 'family': 'Akmal Junaidi', 'lineage': None}}, {'id': 'favorisen.lumbanraja@unila.ac.id', 'name': {'given': 'Rosi', 'lineage': None, 'honourific': None, 'family': 'Favorisen R. Lumbanraja'}}]",Journal of Physics: Conference Series,,2019-10-01 00:00:00.000000000,disk0/00/02/16/23,,[{'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1338/1/012061'}],,,,,,,,,,,
74,archive,2019-11-08 10:30:43,"Hadith search information system requires the main function that is the word search method to make it easier for users to find the word they are looking for. Word search can be conducted by using string matching algorithm to obtain the search term, one of them is Knuth-Morris-Pratt algorithm. This algorithm has two stages in the search process, namely the pre-KMP process which is the stage of giving a shift value in the keyword (pattern) and KMP-Search stage which is a matching phase between text and keyword (pattern). The process of matching text and patterns is conducted from the left to the right based on the value of the shift that has been obtained in the pre-KMP process. The search time is influenced by the length of the text on the database and the pattern the user is looking for, the longer the text and pattern, the search time will increase",['QA75'],PENGEMBANGAN SISTEM PENCARIAN PADA TUJUH KITAB HADIS MENGGUNAKAN ALGORITMA KNUTH-MORRIS-PRATT,http://jurnal.fmipa.unila.ac.id/komputasi/,show,7.0,7,15907,published,2019-11-08 10:30:43,2425,2019-11-08 10:30:43,,"[{'format': 'text', 'pos': 1, 'formatdesc': 'link artikel jurnal desi', 'uri': 'http://repository.lppm.unila.ac.id/id/document/28992', 'rev_number': 3, 'docid': 28992, 'main': '1703-4768-1-PB.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/136405', 'objectid': 28992, 'hash': '562e08a3c29ef3249f53defdd6207eca', 'filename': '1703-4768-1-PB.pdf', 'hash_type': 'MD5', 'mtime': '2019-11-07 10:57:11', 'mime_type': 'application/pdf', 'fileid': 136405, 'filesize': 464981, 'datasetid': 'document'}], 'language': 'en', 'mime_type': 'application/pdf', 'content': 'published', 'eprintid': 15907, 'license': 'cc_by_nc_4', 'security': 'public', 'placement': 1}]",Jurusan Ilmu Komputer Universitas Lampung,1.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/15907,article,['FMIPA3'],2541-0350,"[{'name': {'given': 'Desy Kartika', 'lineage': None, 'honourific': None, 'family': 'Sari'}, 'id': 'kartikadeka3@gmail.com'}, {'name': {'given': 'Dwi', 'lineage': None, 'honourific': None, 'family': 'Sakethi'}, 'id': 'dwijim@fmipa.unila.ac.id'}, {'id': 'rizky.prabowo@fmipa.unila.ac.id', 'name': {'given': 'Rizky', 'lineage': None, 'family': 'Prabowo', 'honourific': None}}]",Jurnal Komputasi,http://dx.doi.org/10.23960/komputasi.v7i1.1703,2019-04-01 00:00:00.000000000,disk0/00/01/59/07,,[{'url': 'http://jurnal.fmipa.unila.ac.id/komputasi/article/view/1703'}],,,,,,,,,,,
75,archive,2020-05-18 02:23:11,"The initial purpose of saving and loan cooperative is giving a financial solution for the members only. As time goes by, nowadays cooperative can provide finance support for small enterprise and public society. Transactions which always increasing can cause trouble in data management. The price of the application that is relatively expensive can be a problem for cooperative which don’t have any information system yet. Furthermore, user needs IT expert for maintaining and updating system. Saving and loan information system using SaaS model (Software as a Service) can be a solution to the problem. With the SaaS model users do not need to buy the app, just by subscribing with the application directly to use the application. Saving and loan multi cooperative information system developed for ease the saving and loan data management. Saving and loan multi cooperative information system developed with Extreme Programming method by using PHP languages, and Laravel Framework. The conclusion of this research is saving and loan multi cooperative information system is successfully built according to user needs, by displaying data transparently.",['QA75'],Sistem Informasi Simpan Pinjam Multikoperasi Menggunakan Framework Laravel,https://jurnal.fmipa.unila.ac.id/komputasi/article/view/1902,show,7.0,6,19845,published,2020-05-18 02:23:11,139,2020-05-18 02:23:11,1-7,"[{'docid': 33148, 'main': '2019-Sistem Informasi Simpan Pinjam Multikoperasi Menggunakan.pdf', 'files': [{'datasetid': 'document', 'filesize': 542450, 'fileid': 187896, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-05-17 04:45:02', 'hash': '929bad5e410934281096fca1b49dc7dd', 'filename': '2019-Sistem Informasi Simpan Pinjam Multikoperasi Menggunakan.pdf', 'objectid': 33148, 'uri': 'http://repository.lppm.unila.ac.id/id/file/187896'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33148', 'rev_number': 1, 'eprintid': 19845, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",Jurusan Ilmu Komputer Universitas Lampung,2.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/19845,article,['FMIPA3'],2541-0350,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Sari', 'given': 'Gabriela Minang'}, 'id': None}, {'name': {'lineage': None, 'honourific': None, 'family': 'Tristiyanto', 'given': 'Tristiyanto'}, 'id': 'tristiyanto.1981@fmipa.unila.ac.id'}, {'id': 'muhammad.iqbal@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Iqbal', 'honourific': None, 'given': 'Muhammad'}}]",Jurnal Komputasi,,2019-10-01 00:00:00.000000000,disk0/00/01/98/45,,,,,,,,,,,,,
76,archive,2019-11-14 10:12:45,,['QA75'],Expert System for Pregnant Mothers Treatment and Early DiseaseDetection for Infants and Toddlers Based on Android (Kasih Ibu),https://iopscience.iop.org/issue/1742-6596/1338/1,show,1338.0,6,16109,published,2019-11-14 10:12:45,297,2019-11-14 10:12:45,,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 16109, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29206', 'rev_number': 1, 'main': 'Sitorus_2019_J_Phys__Conf_Ser_1338_012052_NoCopy.pdf', 'docid': 29206, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/137988', 'objectid': 29206, 'filesize': 1025548, 'datasetid': 'document', 'hash': '4ef6e077bf05d25a553bc526584eaa0b', 'filename': 'Sitorus_2019_J_Phys__Conf_Ser_1338_012052_NoCopy.pdf', 'mtime': '2019-11-12 07:27:27', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 137988}]}]",IOP Publishing,,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/16109,article,['FMIPA3'],Print : 1742-6588 Online : 1742-6596,"[{'name': {'given': 'Brian Arnesto', 'lineage': None, 'family': 'Sitorus', 'honourific': None}, 'id': 'brianarnesto@gmail.com'}, {'name': {'given': 'Aris', 'lineage': None, 'honourific': None, 'family': 'Aris'}, 'id': None}, {'name': {'given': 'Putra', 'lineage': None, 'honourific': None, 'family': 'Pribowo'}, 'id': None}, {'id': '.', 'name': {'lineage': None, 'honourific': None, 'family': 'Irawati', 'given': 'Anie Rose'}}]",Journal of Physics: Conference Series,12052,2019-10-23 00:00:00.000000000,disk0/00/01/61/09,,"[{'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1338/1/012052', 'type': 'author'}]",,,,,,,,,,,
77,archive,2021-04-01 01:47:21,"Fast Moving Consumer Goods (FMCG) is known one of the important industrial sectors worldwide. It includes household and personal care products as well as processed foods and beverages. Because of the tight competition company must develop good marketing strategies. So, it is important for the company to know customer loyalty and also to predict the income as reference in company development planning. Data mining now is becoming popular technique for predicting customer loyalty. One of the well known data mining strategies is retaining customer’s strategy. In this paper, we would present a new model for predicting customer loyalty. The model is based on Dynamic Mutual Information and Support Vector Machine (DMI-SVM) to identify the relevant factors that affect the performance of the classification of customer loyalty. The comparison of two classification methods and several selected features is given to show the effectiveness of the methods. We validated the model by 10-fold cross validation method. Classification accuracy, precision, recall and f-measure are used to evaluate classifier performance on a test/hold-out sample. A result in this paper is shown that SVM method gives better performance accuracy than Naïve Bayes.",['T1'],Peer Review: Implementation of Dynamic Mutual Information and Support Vector Machine for Customer Loyalty Classification,https://doi.org/10.1088/1742-6596/1338/1/012050,show,,8,28375,,2021-04-01 01:47:21,725,2021-04-01 01:47:21,,"[{'eprintid': 28375, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'docid': 42892, 'main': '19. iop18_nilai.pdf', 'files': [{'filesize': 2556662, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-03-31 19:55:34', 'hash': '18312ed688bf00f55dd276ee792d2431', 'filename': '19. iop18_nilai.pdf', 'fileid': 255552, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/255552', 'objectid': 42892}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42892'}]",IOP Publishing,,pub,,public,http://repository.lppm.unila.ac.id/id/eprint/28375,other,['FMIPA3'],,"[{'id': 'henisulistiani@teknokrat.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Sulistiani', 'given': 'Heni'}}, {'name': {'honourific': None, 'family': 'Muludi', 'lineage': None, 'given': 'Kurnia'}, 'id': 'kurnia.muludi@fmipa.unila.ac.id'}, {'id': 'admi_syarif@yahoo.com', 'name': {'honourific': None, 'family': 'Admi Syarif', 'lineage': None, 'given': 'AS'}}]",,DOI: 10.1088/1742-6596/1338/1/012050,2019-10-01 00:00:00.000000000,disk0/00/02/83/75,,,,,,,,,,,,,
78,archive,2020-09-03 07:10:14,"Fast Moving Consumer Goods (FMCG) is known one of the important industrial sectors worldwide. It includes household and personal care products as well as processed foods and beverages. Because of the tight competition company must develop good marketing strategies. So, it is important for the company to know customer loyalty and also to predict the income as reference in company development planning. Data mining now is becoming popular technique for predicting customer loyalty. One of the well known data mining strategies is retaining customer’s strategy. In this paper, we would present a new model for predicting customer loyalty. The model is based on Dynamic Mutual Information and Support Vector Machine (DMI-SVM) to identify the relevant factors that affect the performance of the classification of customer loyalty. The comparison of two classification methods and several selected features is given to show the effectiveness of the methods. We validated the model by 10-fold cross validation method. Classification accuracy, precision, recall and f-measure are used to evaluate classifier performance on a test/hold-out sample. A result in this paper is shown that SVM method gives better performance accuracy than Naïve Bayes.",['QA75'],Implementation of Dynamic Mutual Information and Support Vector Machine for Customer Loyalty Classification,https://iopscience.iop.org/journal/1742-6596,show,1338.0,5,23875,published,2020-09-03 07:10:14,725,2020-09-03 07:10:14,1-8,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 23875, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37544', 'rev_number': 1, 'docid': 37544, 'main': 'SI_12_ICASMI_2018 - Volume 1338.pdf', 'files': [{'objectid': 37544, 'uri': 'http://repository.lppm.unila.ac.id/id/file/217783', 'datasetid': 'document', 'filesize': 1061532, 'mime_type': 'application/pdf', 'fileid': 217783, 'hash': '893de544850c7b13c022c43209c6ec6f', 'filename': 'SI_12_ICASMI_2018 - Volume 1338.pdf', 'mtime': '2020-09-03 06:55:19', 'hash_type': 'MD5'}]}]",IOP Publishing,1.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/23875,article,['FMIPA3'],Print : 1742-6588 Online : 1742-6596,"[{'name': {'honourific': None, 'family': 'Sulistiani', 'lineage': None, 'given': 'Heni'}, 'id': 'henisulistiani@teknokrat.ac.id'}, {'id': 'kurnia.muludi@fmipa.unila.ac.id', 'name': {'given': 'Kurnia', 'lineage': None, 'honourific': None, 'family': 'Muludi'}}, {'name': {'lineage': None, 'family': 'Syarif', 'honourific': None, 'given': 'Admi'}, 'id': 'admi_syarif@yahoo.com'}]",Journal of Physics: Conference Series,https://doi.org/10.1088/1742-6596/1338/1/012050,1970-01-01 00:00:00.000002019,disk0/00/02/38/75,,,,,,,"['1 Departement of Computer Science, Faculty of Mathematics and Sciences, Lampung University', 'Departement of Accounting Information System, Faculty of Computer Science and Engineering , Teknokrat Indonesia University']",,,,,,16621.0
79,archive,2020-09-03 07:23:25,"The scheduling problem is known as one of the well-known optimization problems. It occurs in many situations of our daily-life applications, especially in industrial fields. One class of scheduling problems is called Flow Shop Scheduling Problem (FSSP).  It belongs to the class of NP-complete problem. During the last decades, researches on exploring more accurate and efficient heuristic methods to solve hard optimization problems have taken considerable attention of researchers. Among them, GA has been one of the powerful and widely used algorithms. In this paper, we present two GA approaches to solve FSSP. Our main objective is to investigate the effectiveness and the efficiency of GA based on different variations of the chromosome representation, referred to as the job-based GA (jb-GA) and machine-based GA (mb-GA). We conducted numerical experiments using standard test problems (Benchmark test problems). We also compare the results with those given by another heuristic algorithm (NBH Algorithm) and the optimal solutions reported in the literature. Those demonstrate the jb-GA is more effective and efficient almost all of the time. The current limitation of this approach, like many other heuristic methods, is that it still sometimes gives the near-optimal solutions.",['QA75'],Study on Genetic Algorithm (GA) Approaches for Solving                       Flow Shop Scheduling Problem (FSSP),,show,,5,23874,submitted,2020-09-03 07:23:25,725,2020-09-03 07:23:25,,"[{'placement': 1, 'security': 'public', 'eprintid': 23874, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'mtime': '2020-09-03 06:45:02', 'hash_type': 'MD5', 'hash': '73eaddccfe62a9ae757c9a8c9508812e', 'filename': 'SI_9_IOP_ICSTAR_2020 - Volume 857.pdf', 'fileid': 217774, 'mime_type': 'application/pdf', 'filesize': 671474, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/217774', 'objectid': 37541}], 'main': 'SI_9_IOP_ICSTAR_2020 - Volume 857.pdf', 'docid': 37541, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37541', 'pos': 1, 'format': 'text'}]",,,inpress,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/23874,conference_item,['FMIPA3'],,"[{'name': {'lineage': None, 'family': 'Syarif', 'honourific': None, 'given': 'Admi'}, 'id': 'admi_syarif@yahoo.com'}, {'id': 'wamiliana@gmail.com', 'name': {'given': 'Wamiliana', 'lineage': None, 'honourific': None, 'family': 'Wamiliana'}}, {'name': {'honourific': None, 'family': 'Lumbanraja', 'lineage': None, 'given': 'Favorisen R'}, 'id': 'favorisen.lumbanraja@fmipa.unila.ac.id'}, {'id': 'mitsuogen@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Gen', 'given': 'Mitsuo'}}]",,,1970-01-01 00:00:00.000002019,disk0/00/02/38/74,,,,,,,"['The University of Lampung, Lampung, Indonesia', 'Tokyo University of Science (TUS), Tokyo, Japan']",conference,23-25 September 2019,Bandar Lampung,"The 5TH International Conference on Science, Technology and Interdisciplinary Research (IC-STAR) 2019",speech,16615.0
80,archive,2020-06-03 20:28:26,"The competitiveness of an organization depends on IT governance, because a good IT governance enables organizations to optimize the benefits of implementing IT. The process of IT governance in the university's answer to the needs of the organization which will guarantee the certainty of value creation of information technology as well as assurance of the return of information technology investments that have been invested. Currently, IT governance and implementation at the University of Lampung has been run fairly well, but there are some disturbing obstacles in its business processes. COBIT 5 is a standard for IT governance processes that can help an organization to manage, develop, and retain its assets. In this study, an information technology governance audit was conducted based on the focal framework of COBIT 5 EDM domains with case studies at the University of Lampung. Data collection methods used are data analysis, interviews, and questionnaires. From the audit process, it was found that Lampung University's ability to manage information technology at EDM  focuses generally on level 4, but the achievement in each process has not been fulfilled yet and has not achieved the expected results by University of Lampung.",['QA75'],IT Governance Audit at Lampung University Using COBIT 5 Framework Focus on EDM Domain,https://iopscience.iop.org/article/10.1088/1742-6596/1338/1/012059,show,,14,21700,completed,2020-06-03 20:28:26,139,2020-06-03 20:28:26,,"[{'format': 'text', 'pos': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35090', 'rev_number': 2, 'docid': 35090, 'main': 'Tristiyanto_2019_J._Phys.%3A_Conf._Ser._1338_012059.pdf', 'files': [{'filesize': 404209, 'datasetid': 'document', 'mtime': '2020-06-03 17:37:49', 'hash_type': 'MD5', 'hash': '66596a6572b40fec06b1d783adbaeec9', 'filename': 'Tristiyanto_2019_J._Phys.%3A_Conf._Ser._1338_012059.pdf', 'fileid': 200808, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/200808', 'objectid': 35090}], 'mime_type': 'application/pdf', 'language': 'en', 'content': 'published', 'eprintid': 21700, 'security': 'public', 'placement': 3}]",,,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/21700,conference_item,['FMIPA3'],,"[{'name': {'given': 'Tristiyanto', 'honourific': None, 'family': 'Tristiyanto', 'lineage': None}, 'id': 'tristiyanto.1981@fmipa.unila.ac.id'}, {'id': 'cynthia.octaria@students.unila.ac.id', 'name': {'given': 'Octaria', 'honourific': None, 'family': 'Cynthia', 'lineage': None}}]",,,2019-10-01 00:00:00.000000000,disk0/00/02/17/00,,,,,,,,conference,,"Hotel Horison, Bandar Lampung, Indonesia",The 2nd International Conference on Applied Sciences Mathematics and Informatics,paper,9915.0
81,archive,2020-06-03 20:28:36,"The competitiveness of an organization depends on IT governance because it enables organizations to optimize the benefits of implementing IT. The process of IT governance in the university's answer to the needs of the organization which will guarantee the certainty of value creation of information technology as well as an assurance of the return of information technology investments that have been invested. Currently, IT governance and implementation at the University of Lampung has been run fairly well, but there are some steep obstacles in its business processes. COBIT 5 is a standard for IT governance processes that can help an organization to manage, develop, and retain its assets. In this study, an information technology governance audit was conducted based on the focal framework of COBIT 5 EDM domains with case studies at the University of Lampung. Data collection methods used are data analysis, interviews, and questionnaires. From the audit process, it was found that Lampung University's ability to manage information technology at EDM generally focuses on level 4, but the achievement in each process has not been fulfilled yet and has not achieved the expected results by University of Lampung.","['QA75', 'QA76']",IT Governance Audit at Lampung University Using COBIT 5 Framework Focus on EDM Domain,https://iopscience.iop.org/article/10.1088/1742-6596/1338/1/012060/meta,show,,6,21706,,2020-06-03 20:28:36,139,2020-06-03 20:28:36,,"[{'eprintid': 21706, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'content': 'published', 'main': 'Tristiyanto_2019_J._Phys.%3A_Conf._Ser._1338_012060.pdf', 'docid': 35098, 'files': [{'filesize': 853021, 'datasetid': 'document', 'hash': 'cb9109427cae379404a001b407e702a4', 'filename': 'Tristiyanto_2019_J._Phys.%3A_Conf._Ser._1338_012060.pdf', 'mtime': '2019-11-04 22:50:05', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 200856, 'uri': 'http://repository.lppm.unila.ac.id/id/file/200856', 'objectid': 35098}], 'pos': 1, 'format': 'archive', 'uri': 'http://repository.lppm.unila.ac.id/id/document/35098', 'rev_number': 4}]",IOP Publishing,,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/21706,conference_item,['FMIPA3'],Print : 1742-6588 Online : 1742-6596,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Tristiyanto', 'given': 'Tristiyanto'}, 'id': 'tristiyanto.1981@fmipa.unila.ac.id'}, {'name': {'given': 'Octaria', 'honourific': None, 'family': 'Cynthia', 'lineage': None}, 'id': 'cynthia.octaria@students.unila.ac.id'}]",Journal of Physics: Conference Series,,2019-10-01 00:00:00.000000000,disk0/00/02/17/06,,,,,,,,conference,,"Hotel Horison, Bandar Lampung, Indonesia",The 2nd International Conference on Applied Sciences Mathematics and Informatics,paper,15526.0
82,archive,2019-11-14 10:34:29,"The presence of online transport applications that allow transportation services can be booked and paid online has been rife in Indonesia, especially major cities since 2015. One of the transportation that can be ordered online is a taxi. Two major operators are Go-Jek and Grab. This study aims to determine the factors that affect the acceptance and use of online taxi in Bandar Lampung based on UTAUT and UTAUT2 models. The object of this research is the customer and driver from Go-Car and GrabCar. The result of the research indicates that at research on customers using UTAUT2, almost all variables affect the acceptance and use of an online taxi, except price value that does not affect the acceptance and use of online taxi Go-Car. Furthermore, research on the driver using UTAUT with the variables of performance expectancy, effort expectancy, and social influence have a positive effect to acceptance and use of Go-Car online taxi application, while the facilitating condition variable does not affect. On the other side, only social influence variables that affect the use and acceptance of the GrabCar, while the other three variables do not affect. So in general, although both companies are rival, they have their customer segmentation.",['QA75'],Perceptions of Online Taxi Utilization In Bandar Lampung Using UTAUT Model (Unified Theory Of Acceptance And Use Of Technology),https://iopscience.iop.org/journal/1742-6596,show,1338.0,6,16374,published,2019-11-14 10:34:29,2504,2019-11-14 10:34:29,1-9,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29476', 'docid': 29476, 'main': 'Tristiyanto_2019_J._Phys.__Conf._Ser._1338_012059.pdf', 'files': [{'objectid': 29476, 'uri': 'http://repository.lppm.unila.ac.id/id/file/139732', 'datasetid': 'document', 'filesize': 791156, 'mime_type': 'application/pdf', 'fileid': 139732, 'filename': 'Tristiyanto_2019_J._Phys.__Conf._Ser._1338_012059.pdf', 'hash': '332456e6038ed23631fb1d83328cdab0', 'mtime': '2019-11-14 03:56:38', 'hash_type': 'MD5'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 16374, 'security': 'public', 'placement': 1}]",IOP Publishing,,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/16374,article,['FMIPA3'],Print : 1742-6588 Online : 1742-6596,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Tristiyanto', 'given': 'Tristiyanto'}, 'id': 'tristiyanto.1981@fmipa.unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Fiska', 'given': 'Yushar'}, 'id': None}, {'name': {'honourific': None, 'family': 'Ardiansyah', 'lineage': None, 'given': 'Ardiansyah'}, 'id': 'ardiansyah@fmipa.unila.ac.id'}]",Journal of Physics: Conference Series,https://doi.org/10.1088/1742-6596/1338/1/012059,1970-01-01 00:00:00.000002019,disk0/00/01/63/74,,"[{'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1338/1/012059', 'type': 'pub'}]",,,,,"['Jurusan Ilmu Komputer, FMIPA Universitas Lampung']",,,,,,
